strain_collection_id,strain_id,plate,row,colum,plate_control,strain_collection_notes,excluded
mata-deletion2021-384,rec1483,31,5,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5622,31,5,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5627,31,5,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5633,31,7,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5639,31,7,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5640,31,7,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5642,31,7,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5644,31,7,10,TRUE,"grows well on -met, no growth on -lys, no growth on drop-in media, mates like alpha",FALSE
mata-deletion2021-384,rec5645,31,7,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5646,31,7,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5647,31,7,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5649,31,7,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5650,31,7,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5651,31,7,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5653,31,7,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5656,31,9,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5657,31,9,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5661,31,9,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5662,31,9,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5664,31,9,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5665,31,9,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5667,31,9,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5668,31,9,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5669,31,9,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5670,31,9,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5671,31,9,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5672,31,9,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5673,31,11,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5674,31,11,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5675,31,11,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5676,31,11,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5677,31,11,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5680,31,11,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5685,31,11,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5686,31,11,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5687,31,11,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5688,31,11,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5689,31,11,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5691,31,11,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5693,31,13,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5694,31,13,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5695,31,13,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5696,31,13,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5697,31,13,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5699,31,13,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5700,31,13,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5701,31,13,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5702,31,13,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5704,31,13,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5706,31,13,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5712,31,13,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5908,31,15,2,TRUE,NA,FALSE
mata-deletion2021-384,blank,31,15,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5911,31,15,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5912,31,15,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5913,31,15,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5915,31,15,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5918,31,15,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5920,31,15,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5921,31,15,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5922,31,15,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5927,31,15,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5931,31,15,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5933,32,1,1,TRUE,NA,FALSE
mata-deletion2021-384,rec5934,32,1,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5935,32,1,5,TRUE,NA,FALSE
mata-deletion2021-384,rec5936,32,1,7,TRUE,NA,FALSE
mata-deletion2021-384,rec5937,32,1,9,TRUE,NA,FALSE
mata-deletion2021-384,rec5938,32,1,11,TRUE,NA,FALSE
mata-deletion2021-384,rec5939,32,1,13,TRUE,NA,FALSE
mata-deletion2021-384,rec5940,32,1,15,TRUE,NA,FALSE
mata-deletion2021-384,rec5942,32,1,17,TRUE,NA,FALSE
mata-deletion2021-384,rec5947,32,1,19,TRUE,NA,FALSE
mata-deletion2021-384,rec5948,32,1,21,TRUE,NA,FALSE
mata-deletion2021-384,rec5949,32,1,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5950,32,3,1,TRUE,NA,FALSE
mata-deletion2021-384,rec5951,32,3,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5952,32,3,5,TRUE,NA,FALSE
mata-deletion2021-384,rec5953,32,3,7,TRUE,NA,FALSE
mata-deletion2021-384,rec5954,32,3,9,TRUE,NA,FALSE
mata-deletion2021-384,rec5955,32,3,11,TRUE,NA,FALSE
mata-deletion2021-384,rec5956,32,3,13,TRUE,NA,FALSE
mata-deletion2021-384,rec5959,32,3,15,TRUE,NA,FALSE
mata-deletion2021-384,rec5960,32,3,17,TRUE,NA,FALSE
mata-deletion2021-384,rec5961,32,3,19,TRUE,NA,FALSE
mata-deletion2021-384,rec5962,32,3,21,TRUE,NA,FALSE
mata-deletion2021-384,rec5963,32,3,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5964,32,5,1,TRUE,NA,FALSE
mata-deletion2021-384,rec5966,32,5,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5968,32,5,5,TRUE,NA,FALSE
mata-deletion2021-384,rec5969,32,5,7,TRUE,NA,FALSE
mata-deletion2021-384,rec5970,32,5,9,TRUE,NA,FALSE
mata-deletion2021-384,rec5971,32,5,11,TRUE,NA,FALSE
mata-deletion2021-384,rec5972,32,5,13,TRUE,NA,FALSE
mata-deletion2021-384,blank,32,5,15,TRUE,NA,FALSE
mata-deletion2021-384,rec5973,32,5,17,TRUE,NA,FALSE
mata-deletion2021-384,rec5974,32,5,19,TRUE,NA,FALSE
mata-deletion2021-384,rec5975,32,5,21,TRUE,NA,FALSE
mata-deletion2021-384,rec5978,32,5,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5980,32,7,1,TRUE,NA,FALSE
mata-deletion2021-384,rec5981,32,7,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5982,32,7,5,TRUE,NA,FALSE
mata-deletion2021-384,rec5983,32,7,7,TRUE,NA,FALSE
mata-deletion2021-384,rec5985,32,7,9,TRUE,NA,FALSE
mata-deletion2021-384,rec5986,32,7,11,TRUE,NA,FALSE
mata-deletion2021-384,rec5988,32,7,13,TRUE,NA,FALSE
mata-deletion2021-384,rec5989,32,7,15,TRUE,NA,FALSE
mata-deletion2021-384,rec5990,32,7,17,TRUE,NA,FALSE
mata-deletion2021-384,rec5991,32,7,19,TRUE,NA,FALSE
mata-deletion2021-384,rec5992,32,7,21,TRUE,NA,FALSE
mata-deletion2021-384,rec5993,32,7,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5994,32,9,1,TRUE,NA,FALSE
mata-deletion2021-384,rec5996,32,9,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5998,32,9,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6000,32,9,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6195,32,9,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6196,32,9,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6198,32,9,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6200,32,9,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6201,32,9,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6202,32,9,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6203,32,9,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6204,32,9,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6205,32,11,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6206,32,11,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6208,32,11,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6209,32,11,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6211,32,11,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6212,32,11,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6214,32,11,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6215,32,11,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6216,32,11,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6217,32,11,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6218,32,11,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6219,32,11,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6220,32,13,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6221,32,13,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6222,32,13,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6223,32,13,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6224,32,13,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6225,32,13,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6226,32,13,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6227,32,13,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6229,32,13,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6230,32,13,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6231,32,13,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6232,32,13,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6233,32,15,1,TRUE,NA,FALSE
mata-deletion2021-384,blank,32,15,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6234,32,15,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6235,32,15,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6236,32,15,9,TRUE,"slow growth, petite, mates like alpha. Confirmed Alpha -- CORRECT STRAIN CAN BE FOUND IN PLATE 131 A9",FALSE
mata-deletion2021-384,rec6237,32,15,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6238,32,15,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6239,32,15,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6240,32,15,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6241,32,15,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6242,32,15,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6243,32,15,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6245,33,2,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6246,33,2,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6248,33,2,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6249,33,2,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6250,33,2,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6251,33,2,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6253,33,2,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6254,33,2,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6255,33,2,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6256,33,2,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6257,33,2,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6258,33,2,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6259,33,4,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6260,33,4,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6261,33,4,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6262,33,4,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6263,33,4,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6264,33,4,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6265,33,4,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6266,33,4,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6267,33,4,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6268,33,4,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6269,33,4,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6271,33,4,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6272,33,6,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6274,33,6,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6276,33,6,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6278,33,6,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6279,33,6,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6281,33,6,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6282,33,6,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6286,33,6,16,TRUE,NA,FALSE
mata-deletion2021-384,blank,33,6,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6287,33,6,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6288,33,6,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6385,33,6,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6387,33,8,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6388,33,8,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6390,33,8,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6391,33,8,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6392,33,8,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6393,33,8,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6395,33,8,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6396,33,8,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6397,33,8,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6399,33,8,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6401,33,8,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6402,33,8,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6403,33,10,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6404,33,10,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6405,33,10,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6407,33,10,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6408,33,10,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6409,33,10,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6410,33,10,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6411,33,10,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6412,33,10,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6413,33,10,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6414,33,10,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6415,33,10,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6416,33,12,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6417,33,12,4,TRUE,"no growth on -met, no growth on -lys, no growth on drop-in media s petite",FALSE
mata-deletion2021-384,rec6420,33,12,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6421,33,12,8,TRUE,"grows well on -met, grows well on -lys, mates like alpha. Confirmed Het Diploid 10/15/01",FALSE
mata-deletion2021-384,rec6422,33,12,10,TRUE,"grows well on -met, grows well on -lys, mates like alpha. Confirmed Het Diploid 10/15/01",FALSE
mata-deletion2021-384,rec6423,33,12,12,TRUE,"grows well on -met, grows well on -lys, mates like alpha. Confirmed Het Diploid 10/15/01",FALSE
mata-deletion2021-384,rec6424,33,12,14,TRUE,"grows well on -met, grows well on -lys, mates like alpha. Confirmed Het Diploid 10/15/01",FALSE
mata-deletion2021-384,rec6425,33,12,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6426,33,12,18,TRUE,"grows well on -met, grows well on -lys, mates like alpha. Confirmed Het Diploid 10/15/01",FALSE
mata-deletion2021-384,rec6427,33,12,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6428,33,12,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6429,33,12,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6430,33,14,2,TRUE,NA,FALSE
mata-deletion2021-384,rec6432,33,14,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6433,33,14,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6434,33,14,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6435,33,14,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6436,33,14,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6437,33,14,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6438,33,14,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6439,33,14,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6440,33,14,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6441,33,14,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6443,33,14,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6444,33,16,2,TRUE,NA,FALSE
mata-deletion2021-384,blank,33,16,4,TRUE,NA,FALSE
mata-deletion2021-384,rec6445,33,16,6,TRUE,NA,FALSE
mata-deletion2021-384,rec6446,33,16,8,TRUE,NA,FALSE
mata-deletion2021-384,rec6447,33,16,10,TRUE,NA,FALSE
mata-deletion2021-384,rec6448,33,16,12,TRUE,NA,FALSE
mata-deletion2021-384,rec6449,33,16,14,TRUE,NA,FALSE
mata-deletion2021-384,rec6450,33,16,16,TRUE,NA,FALSE
mata-deletion2021-384,rec6451,33,16,18,TRUE,NA,FALSE
mata-deletion2021-384,rec6452,33,16,20,TRUE,NA,FALSE
mata-deletion2021-384,rec6453,33,16,22,TRUE,NA,FALSE
mata-deletion2021-384,rec6455,33,16,24,TRUE,NA,FALSE
mata-deletion2021-384,rec6456,34,2,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6457,34,2,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6458,34,2,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6459,34,2,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6460,34,2,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6461,34,2,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6462,34,2,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6464,34,2,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6465,34,2,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6468,34,2,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6470,34,2,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6472,34,2,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6473,34,4,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6475,34,4,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6476,34,4,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6477,34,4,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6479,34,4,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6480,34,4,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6483,34,4,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6484,34,4,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6486,34,4,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6487,34,4,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6491,34,4,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6492,34,4,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6493,34,6,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6494,34,6,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6495,34,6,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6497,34,6,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6498,34,6,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6499,34,6,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6500,34,6,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6501,34,6,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6502,34,6,17,TRUE,NA,FALSE
mata-deletion2021-384,blank,34,6,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6503,34,6,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6504,34,6,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6506,34,8,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6507,34,8,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6508,34,8,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6509,34,8,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6513,34,8,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6516,34,8,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6517,34,8,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6518,34,8,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6519,34,8,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6520,34,8,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6521,34,8,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6522,34,8,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6523,34,10,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6524,34,10,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6525,34,10,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6529,34,10,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6532,34,10,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6533,34,10,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6535,34,10,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6536,34,10,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6539,34,10,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6540,34,10,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6541,34,10,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6542,34,10,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6543,34,12,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6545,34,12,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6546,34,12,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6547,34,12,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6549,34,12,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6550,34,12,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6551,34,12,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6554,34,12,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6555,34,12,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6556,34,12,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6560,34,12,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6561,34,12,23,TRUE,NA,FALSE
mata-deletion2021-384,rec6562,34,14,1,TRUE,NA,FALSE
mata-deletion2021-384,rec6563,34,14,3,TRUE,NA,FALSE
mata-deletion2021-384,rec6564,34,14,5,TRUE,NA,FALSE
mata-deletion2021-384,rec6565,34,14,7,TRUE,NA,FALSE
mata-deletion2021-384,rec6566,34,14,9,TRUE,NA,FALSE
mata-deletion2021-384,rec6567,34,14,11,TRUE,NA,FALSE
mata-deletion2021-384,rec6568,34,14,13,TRUE,NA,FALSE
mata-deletion2021-384,rec6570,34,14,15,TRUE,NA,FALSE
mata-deletion2021-384,rec6571,34,14,17,TRUE,NA,FALSE
mata-deletion2021-384,rec6573,34,14,19,TRUE,NA,FALSE
mata-deletion2021-384,rec6574,34,14,21,TRUE,NA,FALSE
mata-deletion2021-384,rec6576,34,14,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5425,34,16,1,TRUE,NA,FALSE
mata-deletion2021-384,blank,34,16,3,TRUE,NA,FALSE
mata-deletion2021-384,rec5428,34,16,5,TRUE,NA,FALSE
mata-deletion2021-384,rec5431,34,16,7,TRUE,NA,FALSE
mata-deletion2021-384,rec5433,34,16,9,TRUE,NA,FALSE
mata-deletion2021-384,rec5434,34,16,11,TRUE,NA,FALSE
mata-deletion2021-384,rec5436,34,16,13,TRUE,NA,FALSE
mata-deletion2021-384,rec5437,34,16,15,TRUE,NA,FALSE
mata-deletion2021-384,rec5439,34,16,17,TRUE,NA,FALSE
mata-deletion2021-384,rec5446,34,16,19,TRUE,NA,FALSE
mata-deletion2021-384,rec5447,34,16,21,TRUE,NA,FALSE
mata-deletion2021-384,rec5448,34,16,23,TRUE,NA,FALSE
mata-deletion2021-384,rec5449,35,1,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5451,35,1,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5455,35,1,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5457,35,1,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5458,35,1,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5459,35,1,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5461,35,1,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5463,35,1,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5464,35,1,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5465,35,1,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5466,35,1,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5468,35,1,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5470,35,3,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5471,35,3,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5472,35,3,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5473,35,3,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5476,35,3,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5477,35,3,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5478,35,3,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5479,35,3,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5480,35,3,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5481,35,3,20,TRUE,NA,FALSE
mata-deletion2021-384,rec5482,35,3,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5484,35,3,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5485,35,5,2,TRUE,red colony on YPD: ade mutant?,FALSE
mata-deletion2021-384,rec5487,35,5,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5488,35,5,6,TRUE,NA,FALSE
mata-deletion2021-384,rec5489,35,5,8,TRUE,NA,FALSE
mata-deletion2021-384,rec5490,35,5,10,TRUE,NA,FALSE
mata-deletion2021-384,rec5492,35,5,12,TRUE,NA,FALSE
mata-deletion2021-384,rec5493,35,5,14,TRUE,NA,FALSE
mata-deletion2021-384,rec5494,35,5,16,TRUE,NA,FALSE
mata-deletion2021-384,rec5495,35,5,18,TRUE,NA,FALSE
mata-deletion2021-384,rec5496,35,5,20,TRUE,NA,FALSE
mata-deletion2021-384,blank,35,5,22,TRUE,NA,FALSE
mata-deletion2021-384,rec5498,35,5,24,TRUE,NA,FALSE
mata-deletion2021-384,rec5501,35,7,2,TRUE,NA,FALSE
mata-deletion2021-384,rec5504,35,7,4,TRUE,NA,FALSE
mata-deletion2021-384,rec5506,35,7,6,TRUE,NA,FALSE
